date,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2024-08-04,8058.18505859375,7925.07568359375,7782.068359375,7656.76318359375,7540.82275390625,7609.37109375,7839.62646484375,7975.83154296875,8260.7822265625,8470.599609375,8606.98046875,8760.0390625,8769.2626953125,8720.78125,8661.2958984375,8593.0068359375,8664.74609375,8681.4423828125,8670.70703125,8652.9248046875,8533.7158203125,8451.7490234375,8275.0068359375,8087.73876953125
2024-08-05,8218.7861328125,8051.11767578125,7950.97021484375,7817.77978515625,7853.240234375,8023.5234375,8353.310546875,8686.73828125,9097.017578125,9382.4404296875,9628.333984375,9778.1484375,9780.9716796875,9744.5966796875,9718.59375,9673.4267578125,9718.0263671875,9723.6171875,9621.22265625,9564.984375,9403.1943359375,9232.2265625,8931.5703125,8728.853515625
2024-08-06,8549.4306640625,8355.234375,8313.572265625,8216.751953125,8284.705078125,8457.8623046875,8772.4990234375,9088.435546875,9402.3193359375,9607.9140625,9762.3037109375,9912.1279296875,9879.2275390625,9869.49609375,9788.1787109375,9747.9501953125,9729.177734375,9745.9873046875,9580.654296875,9527.7060546875,9357.6826171875,9160.6484375,8884.6396484375,8659.267578125
2024-08-07,8569.26171875,8356.2265625,8286.62109375,8199.9462890625,8260.744140625,8424.0166015625,8750.4658203125,9072.36328125,9445.60546875,9647.91796875,9811.39453125,10006.5048828125,9967.51171875,9898.7275390625,9852.67578125,9835.787109375,9797.115234375,9849.3203125,9659.947265625,9626.7041015625,9414.4833984375,9176.2314453125,8917.361328125,8624.576171875
2024-08-08,8281.02734375,8067.349609375,8009.21923828125,7941.2685546875,8024.8759765625,8278.451171875,8657.025390625,9043.8896484375,9420.0712890625,9625.189453125,9812.513671875,9955.21484375,9905.5810546875,9846.9580078125,9826.52734375,9808.4453125,9772.5380859375,9823.724609375,9598.3349609375,9512.1201171875,9309.5498046875,9018.990234375,8734.04296875,8431.1484375
2024-08-09,8051.201171875,7854.3291015625,7791.470703125,7723.1630859375,7804.65478515625,8110.01318359375,8507.341796875,8919.416015625,9291.2744140625,9505.494140625,9704.6025390625,9824.7607421875,9799.9580078125,9744.98046875,9746.9658203125,9700.9599609375,9668.5126953125,9727.296875,9501.9267578125,9394.078125,9191.4873046875,8894.763671875,8598.724609375,8294.451171875
2024-08-10,8553.005859375,8370.3623046875,8242.0595703125,8095.7548828125,8019.50341796875,8082.66162109375,8308.99609375,8413.857421875,8688.638671875,8853.97265625,8975.9248046875,9188.1982421875,9196.685546875,9144.8994140625,9063.9931640625,8994.015625,9007.8291015625,9011.8203125,8933.90234375,8916.7099609375,8796.3154296875,8706.4384765625,8504.091796875,8293.533203125
2024-08-11,7814.04638671875,7731.583984375,7642.63037109375,7558.84130859375,7438.919921875,7491.421875,7685.66748046875,7788.3603515625,8006.95361328125,8145.3154296875,8280.1396484375,8404.7001953125,8414.9833984375,8358.240234375,8318.302734375,8268.505859375,8316.4248046875,8344.576171875,8376.1552734375,8337.0361328125,8252.4970703125,8179.6796875,8039.71533203125,7893.31005859375
2024-08-12,8019.7587890625,7882.4248046875,7769.953125,7652.71533203125,7636.40771484375,7824.07958984375,8155.6435546875,8462.5986328125,8892.240234375,9199.2978515625,9429.6767578125,9587.673828125,9626.697265625,9578.025390625,9556.7568359375,9510.69921875,9557.2568359375,9561.0791015625,9467.7626953125,9454.7236328125,9254.3740234375,9098.7392578125,8813.03515625,8612.748046875
2024-08-13,8367.88671875,8158.54443359375,8088.03271484375,7977.6474609375,8053.52490234375,8230.1552734375,8576.99609375,8934.330078125,9319.21875,9555.9814453125,9758.001953125,9914.9599609375,9892.064453125,9832.7265625,9789.4375,9744.0322265625,9733.056640625,9772.751953125,9605.07421875,9575.3388671875,9372.900390625,9135.68359375,8860.4072265625,8581.0908203125
2024-08-14,8494.185546875,8250.3291015625,8172.73779296875,8043.412109375,8078.404296875,8220.125,8531.8876953125,8878.748046875,9265.13671875,9518.6240234375,9741.595703125,9922.779296875,9899.001953125,9849.3525390625,9797.4755859375,9785.203125,9759.2109375,9816.947265625,9634.6982421875,9618.8193359375,9433.4365234375,9172.416015625,8928.4951171875,8627.31640625
2024-08-15,8269.73046875,8052.98193359375,7993.41552734375,7936.322265625,8038.23681640625,8297.7626953125,8678.873046875,9065.69921875,9445.9287109375,9653.37109375,9841.30859375,9983.080078125,9936.18359375,9874.2197265625,9858.4892578125,9841.150390625,9791.9716796875,9850.09375,9617.1328125,9532.0263671875,9322.8291015625,9030.4345703125,8733.99609375,8424.4970703125
2024-08-16,7808.36181640625,7632.9326171875,7485.79345703125,7374.59912109375,7258.896484375,7409.43408203125,7637.447265625,7873.451171875,8312.1416015625,8612.501953125,8919.0537109375,9054.7216796875,9168.4267578125,9058.1240234375,9062.232421875,9039.8134765625,9032.84375,9114.4404296875,9058.9501953125,8989.3505859375,8840.3037109375,8631.880859375,8454.9033203125,8177.96337890625
